,id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,qa_flags,exclude_reason
44,2312660,L_611300305404,1300 305 404,Nisbets,NSW,Pyrmont,"Unit 3, 37-67 Edward St Pyrmont, Sydney NSW 2009",F&B,Others,"Catering Supplies, Service and Equipment",phone:reconstructed,
45,2312661,L_611300305645,1300 305 645,Sentrum Networks,NSW,Surry Hills,"Suite 10, Lvl 3, 46-58 Holt St, Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Installation and Networking",phone:reconstructed,
46,2312662,L_611300306268,1300 306 268,Scope Corporate Furniture & Interiors Pty Ltd,NSW,Sydney,"1.1E/ 65 Doody St Alexandria, Sydney NSW 2015",Retail,Home & Furniture,Office Furniture,phone:reconstructed,
47,2312663,L_611300308668,1300 308 668,Digital Fusion,NSW,Pyrmont,"Suite 5.17 55 Miller St Pyrmont, Sydney NSW 2009",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
48,2312664,L_611300309290,1300 309 290,Fatboy Computing Services,NSW,Sydney,191 Clarence St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Installation and Networking",phone:reconstructed,
49,2312665,L_611300332334,1300 332 334,Food Relief,NSW,Ryde,"3-5 Anthony Road, West Ryde NSW 2114",F&B,Others,meals,phone:reconstructed,
50,2312666,L_611300362040,1300 362 040,The Gourmet Merchant,NSW,Pyrmont,"Unit 1 107 Harris St Pyrmont, Sydney NSW 2009",Retail,Specialty Retail,Gifts and Gift Services,phone:reconstructed,
51,2312667,L_611300365911,1300 365 911,Playstation (Sony Entertainment Australia),NSW,Surry Hills,"L 1 63-73 Ann St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
52,2312668,L_611300366183,1300 366 183,ICT Business Systems Pty Ltd,NSW,Waterloo,"4 James St, Waterloo NSW 2017",Retail,Electronics & Appliances,Computer consultant,phone:reconstructed,
53,2273236,L_61476270610,0476 270 610,Rosie Ware Clinical Nutrition,NSW,Lane Cove West,"15 Orion Rd, Lane Cove West NSW 2066",Others,Others,Nutritionist,,
54,2273239,L_610282590389,(02) 8259 0389,Wasabi Warriors,NSW,North Sydney,"15 Blue St, North Sydney NSW 2060",Others,Others,Others,,
55,2273241,L_61434600164,0434 600 164,Winebank,NSW,Lavington,"87 Catherine Cres, Lavington NSW 2641, Australia",Others,Others,Wine storage facility,phone:local number,
56,2273242,L_61419403576,0419 403 576,Silvermere Guesthouse,NSW,Wentworth Falls,"1 Lake St, Wentworth Falls NSW 2782",Others,Others,Indoor lodging,,
57,2273243,L_61448242121,0448 242 121,Keira House Celebrant,NSW,Lawson,"314 Great Western Hwy, Lawson NSW 2783, Australia",Others,Government / Utility Services,Wedding service,phone:local number,
58,2273244,L_61405974113,0405 974 113,Stacy Brewer Cakes,NSW,Glebe,"115 Derwent St, Glebe NSW 2038, Australia",Others,Government / Utility Services,Wedding service,phone:local number,
59,2273245,L_61418482766,0418 482 766,All Courses Elite Catering,NSW,Leichhardt,"1/431 Parramatta Rd, Leichhardt NSW 2040",Others,Others,Caterer,,
60,2312669,L_611300366789,1300 366 789,IPS Worldwide,NSW,Sydney,Sydney NSW 2000,Beauty & Wellness,Others,Occupational Health and Safety,phone:reconstructed,
61,2312670,L_611300366818,1300 366 818,Parasol EMT,NSW,Surry Hills,"Level 6, 128 Chalmers St Surry Hills, Sydney NSW 2010",Beauty & Wellness,Others,Occupational Health and Safety,phone:reconstructed,
62,2312671,L_611300368884,1300 368 884,Edsys Computers Pty Ltd,NSW,Sydney,"4/ 888 Bourke St Waterloo, Sydney NSW 2017",Retail,Electronics & Appliances,"Computer, PC Equipment",phone:reconstructed,
63,2312672,L_611300372426,1300 372 426,Dr Zion Chan Cosmetic Surgeon,NSW,Sydney,"Suite 803 Level 8, 231 Macquarie St Sydney NSW 2000",Beauty & Wellness,Aesthetic Clinic,Cosmetic Surgery,phone:reconstructed,
64,2312673,L_611300377770,1300 377 770,Akar Halal Meats M,NSW,Merrylands,1 McFarlane Street 2160 Sydney - Merrylands West,Retail,Grocery / Convenience Store,Butcher,phone:reconstructed,
65,2312674,L_611300388573,1300 388 573,Toystore2u,NSW,Pyrmont,"Level 4, Suite 4.11, 55 Miller St Pyrmont, Sydney NSW 2009",Retail,Fashion & Accessories,Children's Wear,phone:reconstructed,
66,2312675,L_611300393533,1300 393 533,Aged Care Analysis Network,NSW,Sydney,Lvl 4/ 95 Pitt St Sydney NSW 2000,Beauty & Wellness,Others,Aged Care,phone:reconstructed,
67,2312676,L_611300399116,1300 399 116,eHealth Security Services Pty Ltd,NSW,Sydney,"Level 13, Suite 1308, 109 Pitt St Sydney NSW 1308",Retail,Electronics & Appliances,"Computer, PC Installation and Networking",phone:reconstructed,
68,2312677,L_611300421515,1300 421 515,Edensor Park Park,NSW,Smithfield,749 Smithfield Road 2176 Sydney - Edensor Park,Retail,Grocery / Convenience Store,Groceries,phone:reconstructed,
69,2312678,L_611300432222,1300 432 222,B2B Digital Solutions,NSW,Sydney,Level 6/37 Bligh St Sydney NSW 2000,Retail,Electronics & Appliances,Computer Training and Development,phone:reconstructed,
70,2312679,L_611300435367,1300 435 367,Helens Catering,NSW,Sydney,PO Box 275 Gymea Sydney NSW 2227,F&B,Others,Commercial and Industrial Catering,phone:reconstructed,
71,2312680,L_611300455200,1300 455 200,Regent Seven Seas Cruises | Asia to Sydney,NSW,Rozelle,"2041 James Craig Rd, Rozelle, New South Wales, 2039, Australia",F&B,Others,Food & drink,phone:reconstructed,
72,2312681,L_611300468745,1300 468 745,The Hour Glass,NSW,Sydney,142 King St Sydney NSW 1026,Retail,Fashion & Accessories,Watches and Watch Repairs,phone:reconstructed,
73,2312682,L_611300476923,1300 476 923,Royce Drink Australasia Pty Ltd,NSW,Silverwater,106 Derby Street Silverwater NSW 2128,Retail,Others,Store,phone:reconstructed,
74,2312683,L_611300526452,1300 526 452,Kamikaze Sydney,NSW,Sydney,Shop 347 Harbourside Shopping Ctr Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,phone:reconstructed,
75,2312684,L_611300527665,1300 527 665,JasonL Office Furniture,NSW,Sydney,"Shop 3, 29-31 O’Riordan Street Alexandria Sydney NSW 2015",Retail,Others,Office and Shop Fitting,phone:reconstructed,
76,2312685,L_611300546475,1300 546 475,Kingsleys Steak & Crabhouse,NSW,Woolloomooloo,10/ 6 Cowper Wharf Rd Woolloomooloo NSW 2011,F&B,Dine-in Restaurant,Restaurant,phone:reconstructed,
77,2312686,L_611300548276,1300 548 276,El Guapo Cantina Neutral Bay,NSW,Neutral Bay,"Shop 2/24 Young St, Neutral Bay, New South Wales, 2089, Australia",F&B,Others,Food & drink,phone:reconstructed,
78,2312687,L_611300549638,1300 549 638,Kismet Mechanical Pty.Ltd - Car Service,NSW,Sydney,"75A burrows Rd Alexandria, Sydney NSW 2015",Professional Services,Automotive Services,Car Repair,phone:reconstructed,
79,2312688,L_611300552731,1300 552 731,Resource Solutions Group Pty Ltd,NSW,Sydney,Level 26 44 Market St Sydney NSW 2000,Retail,Electronics & Appliances,Computer Consulting,phone:reconstructed,
80,2312689,L_611300552924,1300 552 924,United Brands Australia,NSW,Sydney,"Unit 18, 45-51 Huntley St Alexandria, Sydney NSW 2015",Retail,Health & Beauty Retail,Cosmetics Shops,phone:reconstructed,
81,2312690,L_611300557993,1300 557 993,CHM-It Pty Ltd,NSW,Sydney,"2 Epsom Rd Zetland, Sydney NSW 2017",Retail,Electronics & Appliances,"Computer, IT Technical Support",phone:reconstructed,
82,2273266,L_610243299000,(02) 4329 9000,Rostant Nutrition,NSW,Wyoming,"Pacific Hwy, Wyoming NSW 2250",Others,Others,Nutritionist,,
83,2273267,L_61417908526,0417 908 526,Kefir Grains,NSW,Lismore,"15 Ross St, Lismore NSW 2480",Others,Others,Consultant,,
84,2273268,L_61263522805,(02) 6352 2805,Linden Tree Manor,NSW,Lithgow,"1 Brewery Ln, Lithgow NSW 2790, Australia",Retail,Home & Furniture,Bed & breakfast,phone:local number,
85,2273269,L_610293261180,(02) 9326 1180,National Bowling & Recreation Centres,NSW,Edgecliff,"Suite 3/90 New South Head Rd, Edgecliff NSW 2027",Others,Government / Utility Services,Distribution service,,
86,2273271,L_61418475685,0418 475 685,Myrtle Creek Park,NSW,Jilliby,"50 Beaven Ln, Jilliby NSW 2259, Australia",Others,Others,Park,phone:local number,
87,2273272,L_61426668129,0426 668 129,LA Removals,NSW,Woy Woy,"77 Rawson Rd, Woy Woy NSW 2256",Others,Others,Removalist,,
88,2273275,L_611300383587,01300383587,Astron Bathurst (Unmanned after hours),NSW,Bathurst,"35 William St, Bathurst NSW 2795, Australia",Others,Transport / Taxi / Fuel Station,Automotive Services,phone:local number,
89,2273280,L_61400590965,0400 590 965,Royal Events Hunter Valley,NSW,Maitland,"Maitland NSW 2320, Australia",Others,Government / Utility Services,Wedding service,phone:local number,
90,2312691,L_611300558393,1300 558 393,Infinet Network Solutions,NSW,Surry Hills,"94-98 Chalmers St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,Computer Consulting,phone:reconstructed,
91,2312692,L_611300558506,1300 558 506,Nexus It & Communications,NSW,Sydney,"1/ 2 Verona St Paddington, Sydney NSW 2021",Retail,Electronics & Appliances,Computer Consulting,phone:reconstructed,
92,2312693,L_611300558901,1300 558 901,Avante I T Pty Ltd,NSW,Sydney,Lvl 38/ 2 Park St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Installation and Networking",phone:reconstructed,
93,2312694,L_611300559848,1300 559 848,Australian Liposuction Clinics,NSW,Sydney,"Shop 7/80, Ebley Street, Bondi Junction Sydney NSW 2022",Beauty & Wellness,Aesthetic Clinic,Cosmetic Surgery,phone:reconstructed,
94,2312695,L_611300574238,1300 574 238,Ausergo,NSW,Sydney,25 88 Phillip Street Sydney NSW 2000,Retail,Home & Furniture,Office Furniture,phone:reconstructed,
95,2312696,L_611300575731,1300 575 731,Intact Security Pty Ltd,NSW,Willoughby,"13/174 Willoughby Rd, Naremburn NSW 2065",Retail,Electronics & Appliances,Computer consultant,phone:reconstructed,
96,2312697,L_611300581229,1300 581 229,Wolli Creek,NSW,Wolli Creek,"Bayside Council NSW, PO Box 21, Wolli Creek, New South Wales, 2205, Australia",F&B,Others,Food & drink,phone:reconstructed,
97,2312698,L_611300602465,1300 602 465,Feel the Magic,NSW,Sydney,PO Box 707 St Marys Sydney NSW 1790,Beauty & Wellness,Others,Child Care Centre,phone:reconstructed,
98,2312699,L_611300622429,1300 622 429,AV Online Store,NSW,Sydney,Sydney NSW 2000,Retail,Fashion & Accessories,"Wholesale Bathroom Accessories, Manufacturers",phone:reconstructed,
99,2312700,L_611300637301,1300 637 301,Sutherland Food Services,NSW,Caringbah,430 Kingsway Caringbah NSW 2229,F&B,Others,Food,phone:reconstructed,
100,2312701,L_611300645562,1300 645 562,Aussie Farmers Direct,NSW,Granville,Unit 2/ 9 Ferndell Street Granville NSW 2142,F&B,Others,Food,phone:reconstructed,
101,2312702,L_611300651006,1300 651 006,Webmail Pty Ltd,NSW,Sydney,GPO Box 5107 Sydney NSW 5107,Retail,Electronics & Appliances,"Computer, PC Online Service Providers",phone:reconstructed,
102,2312703,L_611300655746,1300 655 746,DataQuest Pty Ltd,NSW,Sydney,"Level 8, 25 Bligh Street Sydney NSW 2000",Retail,Electronics & Appliances,"Computer, IT Technical Support",phone:reconstructed,
103,2312704,L_611300655886,1300 655 886,Australian Computer Training,NSW,Sydney,"Suite 79/Level 4/ 330 Wattle St Ultimo, Sydney NSW 2007",Retail,Electronics & Appliances,Computer Training,phone:reconstructed,
104,2312705,L_611300657467,1300 657 467,Rio's,NSW,Pyrmont,128 Pyrmont Bridge Road Camperdown NSW 2050,F&B,Dine-in Restaurant,Restaurant,phone:reconstructed,
105,2312706,L_611300657627,1300 657 627,KAZ Group Limited,NSW,Sydney,66 Wentworth Ave Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Software",phone:reconstructed,
106,2312707,L_611300657888,1300 657 888,Princess Appliances Pty Ltd,NSW,Sydney,"1 Joynton Ave Waterloo, Sydney NSW 2017",Retail,Electronics & Appliances,"Wholesale Electrical Appliances, Manufacturers",phone:reconstructed,
107,2312708,L_611300658002,1300 658 002,Coffee Care,NSW,Sydney,Sydney NSW 2000,F&B,Cafe & Dessert,Coffee Machines,phone:reconstructed,
108,2312709,L_611300660139,1300 660 139,Blutone Technologies,NSW,Sydney,"Suite 56/ 89-97 Jones St Ultimo, Sydney NSW 2007",Retail,Electronics & Appliances,Computer Consulting,phone:reconstructed,
109,2312710,L_611300662936,1300 662 936,Progressive IT Computer Services,NSW,Liverpool,187-189 Liverpool St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
110,2312711,L_611300664965,1300 664 965,Gourmet Traveller Gift Card,NSW,Sydney,Cremorne Sydney NSW 3121,Retail,Others,Gift Shops,phone:reconstructed,
111,2312712,L_611300666755,1300 666 755,Computer Land Australia Pty Ltd,NSW,Sydney,"Level 31, ABN Amro Tower, 88 Phillip St Sydney NSW 2000",Retail,Electronics & Appliances,"Computer, PC Equipment",phone:reconstructed,
112,2312713,L_611300667181,1300 667 181,Designer Networks,NSW,Sydney,Sydney NSW 2000,Retail,Electronics & Appliances,Computer Consulting,phone:reconstructed,
113,2312714,L_611300668152,1300 668 152,Gemstone Home Renovations,NSW,Guildford,"32 Strickland Rd, Guildford Sydney NSW 2161",Retail,Home & Furniture,Cabinet Makers' Supplies,phone:reconstructed,
114,2273297,L_61243324334,(02) 4332 4334,SANCTUM,NSW,Magenta,"2 Pebble Beach Ave, Magenta NSW 2261, Australia",Others,Others,Beach,phone:local number,
115,2273299,L_610249335302,(02) 4933 5302,Maitland Weddings,NSW,Maitland,"68 Church St, Maitland NSW 2320",Others,Others,Wedding venue,,
116,2273300,L_61430471808,0430 471 808,Global Food Corporation,NSW,Maroubra,"664 Malabar Rd, Maroubra NSW 2035",Others,Others,Exporter,,
117,2273304,L_61472594575,0472 594 575,Studio Blanco Events,NSW,Bowral,"Oxley Dr, Bowral NSW 2576, Australia",Others,Others,Wedding planner,phone:local number,
118,2273306,L_610242297871,(02) 4229 7871,Edgevity Pty Ltd,NSW,Mangerton,"10 Elizabeth St, Mangerton NSW 2500",Professional Services,Real Estate & Property,Business management consultant,,
119,2273307,L_61424888017,0424 888 017,LEARN MANDARIN,NSW,Mangerton,"11 Woodlawn Ave, Mangerton NSW 2500",Others,Others,Others,,
120,2273308,L_61291285594,(02) 9128 5594,Manly Wharf Events,NSW,Manly,"E Esplanade, Manly NSW 2095, Australia",Others,Others,Event venue,phone:local number,
121,2312715,L_611300668685,1300 668 685,City Systems Pty Ltd,NSW,Sydney,"Level 7, 225 Clarence St Sydney NSW 2000",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
122,2312716,L_611300669153,1300 669 153,Hewlett Packard Office Equipment Service,NSW,Sydney,Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Equipment",phone:reconstructed,
123,2312717,L_611300674266,1300 674 266,Organo Gold Australia,NSW,Sydney,Sydney NSW 2000,F&B,Cafe & Dessert,Coffee Wholesale,phone:reconstructed,
124,2312718,L_611300686423,1300 686 423,iinvoice,NSW,Sydney,108/ 13-15 Wentworth St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Software",phone:reconstructed,
125,2312719,L_611300721090,1300 721 090,Crashzone It's Free Pty Ltd,NSW,Sydney,"45 Greek St Glebe, Sydney NSW 2037",Retail,Electronics & Appliances,"Computer, PC Software",phone:reconstructed,
126,2312720,L_611300722555,1300 722 555,Relish Tasmania,NSW,Newtown,229 Wilson Street Newtown NSW 2042,F&B,Others,Food,phone:reconstructed,
127,2312721,L_611300724323,1300 724 323,Rageism Beauty PTY LTD,NSW,Sydney,"PO Box 4017, Balgowlah Heights Sydney NSW 2093",Retail,Health & Beauty Retail,Cosmetics Shops,phone:reconstructed,
128,2312722,L_611300724440,1300 724 440,Digital Catalyst Group Pty Ltd,NSW,Sydney,Level 26 44 Market St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Online Service Providers",phone:reconstructed,
129,2312723,L_611300732738,1300 732 738,NetSmart,NSW,Sydney,Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Online Service Providers",phone:reconstructed,
130,2312724,L_611300735272,1300 735 272,Ausweb.com.au Pty Ltd,NSW,Sydney,"Alexandria, Sydney NSW 2015",Retail,Electronics & Appliances,"Computer, PC Online Service Providers",phone:reconstructed,
131,2312725,L_611300737198,1300 737 198,HarbourCloud -Enterprise Cloud Computing,NSW,Sydney,8 59 Goulburn St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
132,2312726,L_611300737205,1300 737 205,Cloud Business Technology,NSW,Surry Hills,"Suite 510/46 Kippax St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, IT Technical Support",phone:reconstructed,
133,2312727,L_611300738243,1300 738 243,Australasian College of Natural Therapies,NSW,Pyrmont,"235 Pyrmont St Pyrmont, Sydney NSW 2009",Beauty & Wellness,Spa & Massage,Reflexology,phone:reconstructed,
134,2312728,L_611300738997,1300 738 997,Green & Gold IT,NSW,Sydney,S 14a 203 Castlereagh St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",phone:reconstructed,
135,2312729,L_611300749732,1300 749 732,Arxxus Technology Partners,NSW,Sydney,Lvl18/ 2 Park St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Software",phone:reconstructed,
136,2312730,L_611300752892,1300 752 892,ASI,NSW,Pyrmont,"Suite 89, 26 - 32 Pirrama Road Pyrmont, Sydney NSW 2009",Retail,Others,Office and Shop Fitting,phone:reconstructed,
137,2312731,L_611300762444,1300 762 444,Finware Australia Pty Ltd,NSW,Pyrmont,"Suite 117 Jones Bay Wharf, 26-32 Pirrama Rd Pyrmont, Sydney NSW 2009",Retail,Electronics & Appliances,"Computer, PC Software",phone:reconstructed,
138,2312732,L_611300773203,1300 773 203,Australian Fitness Group Pty Ltd,NSW,Sydney,"Paddington, Sydney NSW 2021",Beauty & Wellness,Gym / Fitness / Yoga,Sports Training,phone:reconstructed,
139,2312733,L_611300780216,1300 780 216,Blue Sky Chat,NSW,Sydney,"level 9/17-19 Bridge St, Sydney NSW 2000",Retail,Electronics & Appliances,Computer support and services,phone:reconstructed,
140,2312734,L_611300784540,1300 784 540,Blueprint Concepts,NSW,Surry Hills,"4 Hercules St Surry Hills, Sydney NSW 2010",Retail,Others,Office and Shop Fitting,phone:reconstructed,
141,2312735,L_611300787801,1300 787 801,ICOM Training Australia,NSW,Sydney,Level 7/ 114-120 Castlereagh St Sydney NSW 2000,Retail,Electronics & Appliances,Computer Training,phone:reconstructed,
142,2312736,L_611300788739,1300 788 739,CTS Technology,NSW,Sydney,504/ 267 Castlereagh St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Installation and Networking",phone:reconstructed,
